file,sound,param,value,attack_ms,band_air_share,band_high_share,band_low_share,band_lowmid_share,band_mid_share,band_sub_share,centroid_slope_hz_per_ms,crest_factor_db,decay_ms,duration_s,f0_hz,f0_hz_at_100ms,f0_hz_at_30ms,f0_hz_at_5ms,f0_voiced_confidence,harmonic_percussive_ratio,loudness_a_db,peak_db,rise_10_90_ms,rms_db,spectral_bandwidth,spectral_centroid_hz,spectral_centroid_hz_100ms,spectral_flatness,spectral_flux_mean,spectral_rolloff_85,t60_estimate_ms,zero_crossing_rate,decay20_ms,decay40_ms,sustain_share
library/real/wav/clap__real__0015.wav,clap,real,0015,13.061224489795919,0.021749432977782954,0.36448870245230075,0.000937258050714939,0.0024022768407850324,0.6091988784848109,0.001223451193605352,-0.6600782625375093,12.55579645528815,0.11337868480725624,0.03927437641723356,32.37182208966152,nan,nan,nan,0.009858612149488008,0.8298911944063775,-13.388353922307248,-0.9998544876801003,8.956916099773242,-13.55565094296825,3624.4900802222483,2776.993963168457,4005.4319805146497,0.005093617523995312,1.1899396189953948,5548.620211693548,1518.7753300059815,0.0534221690188172,26,514,0.7732
library/real/wav/clap__real__0016.wav,clap,real,0016,17.551020408163264,0.03134418561533076,0.35978381412863225,0.0012568848465665055,0.002633988713772812,0.6034477832233054,0.0015333434723923147,13.327088786131403,12.777276180538479,0.13605442176870747,0.03310657596371882,nan,nan,nan,nan,0.009177466677326425,0.033219237690144475,-13.613940916368643,-1.000151903819357,10.612244897959185,-13.777428084357837,5513.071131926859,4414.060561977982,3246.541376286843,0.012399627285165991,0.6561837564998749,11232.501775568182,193.00453378997395,0.07111150568181818,26,110,0.1344
library/real/wav/clap__real__0017.wav,clap,real,0017,5.464852607709751,0.026431289000407535,0.35110399547455257,0.00314880193996264,0.0066061936361363465,0.6118814698252888,0.0008282501236520026,24.266935243462775,14.309984061986492,0.31746031746031744,0.015147392290249433,960.9605085912505,960.9605085912505,1078.641700817752,960.9605085912505,0.011180154853546629,0.0003297615111614142,-15.22132089555745,-0.9998544876801003,1.5192743764172334,-15.309838549666592,6860.4375323738195,6581.173176578311,6205.998252737575,0.02308524806429182,0.28445867208239617,16780.99083533654,45.97980320519547,0.16109525240384615,10,32,0.0002935
library/real/wav/clap__real__0018.wav,clap,real,0018,4.671201814058957,0.05266577160831768,0.32555975907566825,0.0036018754049547256,0.0030076228115686458,0.6111830679391363,0.00398190316035452,20.94487169870188,13.982869469978247,0.20408163265306123,0.020340136054421767,nan,nan,nan,nan,0.010026941992532692,0.00040688665853009316,-14.893923553184447,-1.000151903819357,1.3605442176870748,-14.983021373797605,6914.155440959853,6540.924583226806,6098.521703161383,0.03343981839302418,0.27925607319475526,16871.2646484375,25.47953776479287,0.16542271205357142,14,30,0.0002533
library/real/wav/clap__real__0019.wav,clap,real,0019,5.736961451247165,0.036564799994026516,0.3190374204250255,0.002789815621587354,0.006498558853075468,0.6278289200843935,0.007280485021891748,41.01988712818001,13.428529348590573,0.47619047619047616,0.014240362811791384,nan,nan,nan,nan,0.010010429971114395,0.002157252481666116,-14.16663197570944,-0.9998544876801003,2.0181405895691613,-14.428383836270672,6088.887628892333,5494.061484922183,5331.17179784883,0.017033988123903922,0.3002478544936542,13882.4560546875,85.37748297222036,0.09560546875,22,30,0.0005569
library/real/wav/clap__real__0020.wav,clap,real,0020,5.124716553287982,0.021269089258963578,0.41794819072901007,0.0036785241119485176,0.007637380278178391,0.5466775295977837,0.002789286024115794,24.32696931911111,13.81907262763724,0.11337868480725624,0.019138321995464853,nan,nan,nan,nan,0.00949111040759099,0.0008811538547498231,-14.770955949680447,-0.9998544876801003,2.766439909297052,-14.81892711531734,6677.797949226573,5843.51258647463,4896.071088011254,0.0171362750252619,0.3659643969318218,15639.834594726562,118.46536090612464,0.12945556640625,16,40,0.0008073
library/real/wav/clap__real__0021.wav,clap,real,0021,8.503401360544219,0.037244717961190214,0.32550734058821795,0.001828691921882403,0.0037875605789541994,0.6282203606960213,0.0034113282537339665,14.447943661694115,13.674975872363213,0.5215419501133787,0.024807256235827663,nan,nan,nan,nan,0.009780800108384613,0.0012580723097123676,-14.637011276069137,-1.000151903819357,6.145124716553288,-14.67512777618257,6435.129256780477,5339.794820619255,4256.0467066702495,0.019636754270632828,0.5112423613643721,14712.844366776315,147.00434180450313,0.09593441611842106,24,48,0.001662
library/real/wav/clap__real__0022.wav,clap,real,0022,5.510204081632653,0.024581878702278948,0.3231154706042609,0.0020341205281367474,0.005255264214527184,0.6426627417955386,0.002350524155257672,19.142940921398438,12.991608508168447,0.5215419501133787,0.014829931972789116,1029.9319716534822,1054.005490322936,nan,nan,0.010032327677173455,0.0006957100930010246,-13.857285729143705,-0.9998544876801003,1.9727891156462587,-13.991462995848547,6153.72058036417,5126.504490955686,4095.9045708529147,0.015910112024289207,0.420472221614417,14077.648207720587,117.06026014175347,0.0908203125,12,60,0.002309
library/real/wav/clap__real__0023.wav,clap,real,0023,6.167800453514739,0.02139295551353196,0.39886840681101454,0.00293167370292412,0.0048363081077617415,0.5695328636450218,0.0024377922197458993,19.296515165917295,13.528414268163628,0.13605442176870747,0.006303854875283447,nan,nan,nan,nan,0.010026408265966017,0.000663632841693459,-14.435895155828764,-0.9998544876801003,2.35827664399093,-14.528268755843728,6453.893559845771,5461.906640385539,4319.81902216019,0.014513599198188204,0.35110994821835667,14933.2763671875,107.53343821145653,0.111083984375,18,62,0.0009499
library/real/wav/clap__real__0024.wav,clap,real,0024,6.349206349206349,0.07272115656811284,0.7124330650406084,4.332194247424641e-05,0.00139735152454983,0.21335097849484183,5.412642941270486e-05,-1.5637163523624822,14.628774457623765,0.18140589569160998,0.013015873015873015,34.69525984964539,nan,38.49680115462773,32.0,0.010000018546604749,0.05887338821776747,-14.953984456772016,-0.9998544876801003,0.06802721088435373,-15.628628945303864,2603.6416739818237,4075.8416190131006,4133.65151084111,0.0045023135504250284,0.42800297393372727,6511.640625,282.69136238848114,0.15524088541666667,98,162,0.1549
library/real/wav/clap__real__0025.wav,clap,real,0025,24.12698412698413,0.07010734338182428,0.24653464477829076,0.0003002557249589296,0.0025357158103999,0.6803403921513457,0.00018164815318045545,1.600139866407367,22.072344047211427,0.09070294784580499,0.05480725623582766,32.7501498262928,nan,33.12847756292408,35.91878554589994,0.010003898396962078,0.10635418309687125,-22.748621209197385,-0.9998544876801003,24.12698412698413,-23.072198534891527,3776.1575848592315,3246.6630119546767,4372.095696533011,0.012744698092608912,0.5988838149787986,6376.904296875,708.5593524217937,0.07182716836734694,92,334,0.217
library/real/wav/clap__real__0026.wav,clap,real,0026,3.1065759637188206,0.04485406287820051,0.2763297629297076,7.121332249275244e-06,0.00038080439555188654,0.6784222546657616,5.993798529216983e-06,-7.133727393410525,16.219910054858783,0.11337868480725624,0.00943310657596372,nan,nan,nan,nan,0.010000183340887632,0.08681901590750592,-16.702429044560517,-0.9998544876801003,0.47619047619047616,-17.219764542538883,3107.871903855577,3470.548502423648,3646.3562257392446,0.0026173435627727328,0.8490019655550506,6490.46630859375,208.3830815723879,0.09932454427083333,42,128,0.2069
