file,sound,param,value,crest_factor_db,spectral_centroid_hz,spectral_centroid_hz_100ms,centroid_slope_hz_per_ms,band_sub_share,band_low_share,band_lowmid_share,band_mid_share,band_high_share,band_air_share,decay20_ms,decay40_ms,sustain_share,conf
corpus:230-dr-walker-very-bad-acid-sascha-m-ller-remix@36.397,hook,corpus,36.397,12.21556,3446.44973,4356.12476,-20.2073,0.01046,0.08539,0.05806,0.33114,0.26008,0.25488,174.0,174.0,0.42183,0.734
corpus:230-dr-walker-very-bad-acid-sascha-m-ller-remix@28.154,hook,corpus,28.154,11.87118,5016.77575,5135.76459,0.32509,0.00351,0.01636,0.05225,0.2084,0.3075,0.41198,186.0,186.0,0.40685,0.733
corpus:230-dr-walker-very-bad-acid-sascha-m-ller-remix@37.907,hook,corpus,37.907,11.80087,3276.65186,4286.4903,-22.18854,0.00763,0.07607,0.08501,0.3316,0.24906,0.25062,174.0,174.0,0.41724,0.727
corpus:230-dr-walker-very-bad-acid-sascha-m-ller-remix@25.159,hook,corpus,25.159,11.76488,4769.26746,5120.96016,-4.59041,0.00699,0.05069,0.06391,0.21417,0.29914,0.3651,186.0,186.0,0.44995,0.717
corpus:230-dr-walker-very-bad-acid-sascha-m-ller-remix@54.404,space,corpus,54.404,5.21209,3520.94091,4210.74628,-0.97531,0.02699,0.43314,0.19342,0.17383,0.09404,0.07857,400.0,400.0,0.88986,0.601
corpus:230-dr-walker-very-bad-acid-sascha-m-ller-remix@28.909,space,corpus,28.909,7.85851,4011.9824,4997.10149,-3.31313,0.01049,0.39574,0.18341,0.17306,0.12823,0.10907,400.0,400.0,0.89568,0.6
corpus:231-sascha-muller-streamin-black-hole@47.694,kick,corpus,47.694,7.05675,848.78435,848.78435,1.00041,0.91657,0.05306,0.01604,0.01414,0.00013,5e-05,20.0,80.0,0.04385,0.987
corpus:231-sascha-muller-streamin-black-hole@51.92,kick,corpus,51.92,9.69661,1305.69415,1305.69415,1.74555,0.90831,0.03358,0.03513,0.02253,0.00029,0.00016,20.0,32.0,0.13942,0.98
corpus:231-sascha-muller-streamin-black-hole@63.274,kick,corpus,63.274,16.35276,747.34319,763.98267,1.1913,0.82987,0.03765,0.12199,0.01019,0.00016,0.00014,20.0,26.0,0.1292,0.98
corpus:231-sascha-muller-streamin-black-hole@63.031,kick,corpus,63.031,15.20609,842.57988,1002.1725,-0.15512,0.81064,0.06832,0.10023,0.02037,0.00028,0.00015,24.0,34.0,0.17427,0.976
corpus:231-sascha-muller-streamin-black-hole@43.015,kick,corpus,43.015,9.93422,1615.2913,1595.7349,-7.66141,0.81466,0.11716,0.0289,0.02249,0.01476,0.00203,18.0,104.0,0.29279,0.975
corpus:231-sascha-muller-streamin-black-hole@28.723,kick,corpus,28.723,10.20977,954.72189,954.72189,3.802,0.81078,0.12983,0.05131,0.00775,0.00022,0.00011,8.0,58.0,0.12978,0.974
corpus:231-sascha-muller-streamin-black-hole@51.014,kick,corpus,51.014,12.54652,1326.17848,1232.33392,-8.64455,0.79902,0.08613,0.05106,0.06144,0.00143,0.00092,8.0,104.0,0.21594,0.974
corpus:231-sascha-muller-streamin-black-hole@56.39,kick,corpus,56.39,13.29313,1051.54126,899.41337,2.18581,0.83362,0.07218,0.02557,0.067,0.00095,0.0007,12.0,36.0,0.07366,0.974
corpus:231-sascha-muller-streamin-black-hole@33.704,kick,corpus,33.704,14.35913,722.29963,851.49001,1.77534,0.8142,0.06018,0.06321,0.06174,0.00052,0.00014,18.0,50.0,0.12064,0.971
corpus:231-sascha-muller-streamin-black-hole@1.463,kick,corpus,1.463,12.43591,1464.41556,1372.91792,-5.51566,0.74328,0.15492,0.02841,0.05941,0.01197,0.00202,32.0,34.0,0.14135,0.969
corpus:231-sascha-muller-streamin-black-hole@29.385,kick,corpus,29.385,14.30866,933.49144,894.71673,2.57122,0.76044,0.1459,0.05132,0.04046,0.00143,0.00045,10.0,16.0,0.11843,0.969
corpus:231-sascha-muller-streamin-black-hole@56.517,kick,corpus,56.517,11.22818,1313.60683,1313.60683,-7.14831,0.73178,0.12009,0.08421,0.05859,0.00407,0.00125,22.0,68.0,0.09844,0.969
corpus:231-sascha-muller-streamin-black-hole@23.243,hook,corpus,23.243,17.27064,2529.73479,2529.73479,-8.39001,0.21099,0.16587,0.05493,0.548,0.01508,0.00512,12.0,16.0,0.0,0.891
corpus:231-sascha-muller-streamin-black-hole@0.07,hook,corpus,0.07,18.09831,1399.19139,1575.70172,-11.39718,0.24204,0.03519,0.09793,0.59708,0.0224,0.00535,10.0,56.0,0.24595,0.862
corpus:231-sascha-muller-streamin-black-hole@60.476,hook,corpus,60.476,20.6873,2711.96317,2711.96317,-3.04476,0.17545,0.14282,0.13905,0.42222,0.09299,0.02748,12.0,92.0,0.03455,0.857
corpus:231-sascha-muller-streamin-black-hole@56.9,rumble,corpus,56.9,15.19196,1047.36841,1094.61878,2.63398,0.70732,0.07952,0.11305,0.09898,0.00083,0.0003,20.0,74.0,0.97886,0.767
corpus:231-sascha-muller-streamin-black-hole@37.686,rumble,corpus,37.686,13.80252,868.56871,920.95826,1.53115,0.839,0.04979,0.05655,0.05366,0.00064,0.00036,32.0,36.0,0.97053,0.758
corpus:231-sascha-muller-streamin-black-hole@0.197,hook,corpus,0.197,17.5391,1644.57259,1644.57259,-3.22299,0.3744,0.06746,0.06283,0.46372,0.02408,0.00752,12.0,92.0,0.09388,0.756
corpus:231-sascha-muller-streamin-black-hole@47.775,rumble,corpus,47.775,13.31962,753.36493,857.49605,3.35135,0.86029,0.09196,0.02575,0.02145,0.0004,0.00015,34.0,60.0,0.9443,0.746
corpus:231-sascha-muller-streamin-black-hole@24.335,rumble,corpus,24.335,11.36206,716.23077,974.243,0.77752,0.85785,0.04385,0.05549,0.04243,0.00033,5e-05,28.0,46.0,0.97659,0.745
corpus:231-sascha-muller-streamin-black-hole@27.55,hook,corpus,27.55,16.52878,2596.9449,2596.9449,7.44563,0.29331,0.13599,0.18442,0.29209,0.06603,0.02815,10.0,58.0,0.05472,0.645
corpus:232-user78654786842-pullover@63.936,hook,corpus,63.936,11.80158,4676.36453,4676.36453,0.61446,0.00201,0.0051,0.00966,0.2042,0.53311,0.24592,64.0,64.0,0.22632,0.797
corpus:232-user78654786842-pullover@8.8,hook,corpus,8.8,16.8993,5595.89095,5286.30201,6.38276,5e-05,1e-05,0.00017,0.16607,0.52291,0.31079,74.0,196.0,0.21558,0.744
corpus:232-user78654786842-pullover@36.095,hook,corpus,36.095,16.50876,3795.71329,3864.1983,0.54871,0.02428,0.19444,0.26816,0.21372,0.20962,0.08979,166.0,186.0,0.28688,0.724
corpus:232-user78654786842-pullover@37.256,hook,corpus,37.256,15.01877,3500.92838,3533.78271,-0.64302,0.02406,0.26139,0.26893,0.18528,0.1715,0.08884,64.0,174.0,0.30659,0.722
corpus:232-user78654786842-pullover@36.467,hook,corpus,36.467,15.85151,3991.3144,4171.38782,-1.07925,0.03896,0.13781,0.29583,0.1696,0.22983,0.12798,80.0,208.0,0.32978,0.705
corpus:232-user78654786842-pullover@29.28,hook,corpus,29.28,13.13766,4598.49681,4818.05077,-1.88901,0.01207,0.02599,0.05034,0.21352,0.44878,0.24931,162.0,162.0,0.46888,0.693
corpus:232-user78654786842-pullover@27.725,hook,corpus,27.725,12.93103,4591.65763,4648.90441,1.46933,0.01364,0.0296,0.0471,0.23603,0.42256,0.25107,162.0,162.0,0.45899,0.678
corpus:232-user78654786842-pullover@35.515,hook,corpus,35.515,13.94366,4621.42862,4708.06854,-1.07938,0.0307,0.02663,0.06247,0.19233,0.44557,0.2423,162.0,162.0,0.47561,0.67
corpus:232-user78654786842-pullover@57.109,space,corpus,57.109,10.45788,3729.95976,3895.38984,1.67303,0.05174,0.6482,0.13712,0.05444,0.08014,0.02836,84.0,220.0,0.81895,0.638
corpus:232-user78654786842-pullover@24.381,space,corpus,24.381,10.57018,3769.31991,3851.54074,1.97249,0.04652,0.63959,0.13526,0.06291,0.08571,0.03,58.0,220.0,0.82863,0.636
corpus:232-user78654786842-pullover@20.492,space,corpus,20.492,10.11337,3730.48517,3771.15485,2.74821,0.04882,0.64304,0.1605,0.04707,0.07132,0.02926,72.0,208.0,0.80084,0.631
corpus:232-user78654786842-pullover@59.443,space,corpus,59.443,10.4559,3720.43739,3938.34852,0.38391,0.05042,0.63412,0.15355,0.05234,0.07999,0.02958,88.0,220.0,0.84857,0.63
corpus:233-user12400003580-the-b-master@25.844,kick,corpus,25.844,5.25822,1542.76141,1542.76141,-36.72335,0.56087,0.41911,0.00731,0.00373,0.00677,0.00221,58.0,58.0,0.12078,0.963
corpus:233-user12400003580-the-b-master@18.402,kick,corpus,18.402,5.98921,1555.26825,1555.26825,-27.00948,0.54642,0.43518,0.00467,0.00414,0.00705,0.00254,80.0,80.0,0.35863,0.954
corpus:233-user12400003580-the-b-master@27.701,kick,corpus,27.701,5.33169,1982.35827,1982.35827,-23.61047,0.51994,0.44595,0.01919,0.00589,0.00677,0.00226,68.0,68.0,0.20528,0.945
corpus:233-user12400003580-the-b-master@44.443,kick,corpus,44.443,8.67184,883.72119,1149.4916,-6.77477,0.50252,0.48433,0.00495,0.00249,0.00429,0.00142,100.0,152.0,0.43653,0.915
corpus:233-user12400003580-the-b-master@38.87,kick,corpus,38.87,9.09157,988.69778,1262.69867,-3.84625,0.52605,0.4612,0.00495,0.00253,0.00404,0.00123,100.0,150.0,0.42917,0.909
corpus:233-user12400003580-the-b-master@17.473,kick,corpus,17.473,6.42425,2382.16207,2382.16207,-18.85965,0.48529,0.45654,0.00838,0.02696,0.01961,0.00322,80.0,80.0,0.45458,0.906
corpus:233-user12400003580-the-b-master@1.707,space,corpus,1.707,10.01742,4830.00502,4465.01269,29.08486,0.34601,0.32995,0.00661,0.01568,0.12222,0.17954,128.0,128.0,0.33048,0.904
corpus:233-user12400003580-the-b-master@29.559,kick,corpus,29.559,9.22195,818.57032,1059.11767,-5.30469,0.49336,0.48447,0.01382,0.00266,0.00427,0.00141,70.0,208.0,0.44782,0.901
corpus:233-user12400003580-the-b-master@48.158,kick,corpus,48.158,8.85082,859.37863,1540.33742,-11.06299,0.44332,0.53363,0.01133,0.00488,0.00512,0.00171,106.0,186.0,0.43042,0.897
corpus:233-user12400003580-the-b-master@54.683,kick,corpus,54.683,11.28249,1169.24411,1916.11206,-10.73282,0.49222,0.45926,0.00665,0.02214,0.01703,0.00271,42.0,102.0,0.51541,0.894
corpus:233-user12400003580-the-b-master@42.585,kick,corpus,42.585,8.79778,1151.88747,1384.1701,-2.56033,0.50819,0.46606,0.01212,0.00585,0.00586,0.00193,100.0,162.0,0.42279,0.893
corpus:233-user12400003580-the-b-master@23.951,kick,corpus,23.951,5.76944,1515.39632,1498.55185,-10.32192,0.40945,0.56291,0.01951,0.0036,0.00339,0.00115,76.0,116.0,0.38425,0.892
corpus:233-user12400003580-the-b-master@14.629,kick,corpus,14.629,5.694,1272.65367,1588.26378,-11.88071,0.41299,0.5737,0.00627,0.00287,0.00305,0.00111,128.0,128.0,0.43706,0.891
corpus:233-user12400003580-the-b-master@7.976,space,corpus,7.976,10.19271,5289.68205,5718.17083,-2.77458,0.41358,0.29133,0.01652,0.01825,0.08145,0.17887,278.0,278.0,0.9482,0.751
corpus:233-user12400003580-the-b-master@4.296,space,corpus,4.296,19.44024,5278.43103,5421.51453,-1.15178,0.44925,0.26121,0.00286,0.00404,0.1034,0.17925,244.0,244.0,0.93067,0.719
corpus:233-user12400003580-the-b-master@7.79,hook,corpus,7.79,16.08125,6414.60265,6054.08403,6.86241,0.00019,0.00388,0.00036,0.04257,0.36548,0.58753,186.0,186.0,0.25105,0.717
corpus:233-user12400003580-the-b-master@8.255,hook,corpus,8.255,19.13352,4910.67692,5675.10678,-3.20617,0.0069,0.00489,0.00399,0.1968,0.34326,0.44416,64.0,400.0,0.37015,0.709
corpus:233-user12400003580-the-b-master@2.438,space,corpus,2.438,9.47787,5213.21735,5319.1184,-0.83022,0.46216,0.30055,0.00355,0.00876,0.07373,0.15126,220.0,220.0,0.89854,0.704
corpus:233-user12400003580-the-b-master@10.112,hook,corpus,10.112,17.15001,4897.67075,5587.7274,-11.94092,0.01155,0.01091,0.0212,0.06062,0.38173,0.514,64.0,232.0,0.21005,0.695
corpus:233-user12400003580-the-b-master@20.352,hook,corpus,20.352,13.64304,5138.62035,5266.1239,-12.22764,0.14128,0.12662,0.01559,0.05274,0.28271,0.38106,84.0,104.0,0.11458,0.682
corpus:233-user12400003580-the-b-master@28.247,hook,corpus,28.247,16.39757,4346.82113,5181.91105,-12.25725,0.10694,0.19113,0.02541,0.05074,0.27458,0.35119,102.0,164.0,0.22756,0.671
corpus:233-user12400003580-the-b-master@11.494,hook,corpus,11.494,17.16813,6035.61542,5947.65172,0.2212,8e-05,0.001,0.00029,0.04997,0.39849,0.55018,62.0,150.0,0.38866,0.651
corpus:233-user12400003580-the-b-master@4.54,hook,corpus,4.54,17.95947,5587.94743,5935.6091,-2.47342,0.00266,0.00246,0.00788,0.16145,0.32876,0.4968,212.0,400.0,0.41128,0.65
corpus:233-user12400003580-the-b-master@9.636,hook,corpus,9.636,18.01067,5662.09086,5914.5802,-6.88654,8e-05,0.00056,0.00016,0.05073,0.39857,0.5499,62.0,156.0,0.33685,0.647
corpus:233-user12400003580-the-b-master@9.149,hat,corpus,9.149,18.31906,4907.40774,5606.00005,-10.31912,0.00194,0.00187,0.00772,0.06034,0.39459,0.53354,76.0,266.0,0.83615,0.603
corpus:234-user66866546841-cold-shaker@28.061,kick,corpus,28.061,6.69911,2656.07057,2656.07057,-26.5404,0.66842,0.31133,0.00523,0.00086,0.00518,0.00898,8.0,92.0,0.17925,0.968
corpus:234-user66866546841-cold-shaker@33.843,kick,corpus,33.843,5.00308,2835.84725,2835.84725,-14.37412,0.66714,0.31304,0.00638,0.00063,0.00455,0.00827,80.0,80.0,0.21434,0.963
corpus:234-user66866546841-cold-shaker@56.204,kick,corpus,56.204,6.05492,2560.70916,2560.70916,-27.15056,0.62328,0.35035,0.0115,0.0024,0.00514,0.00734,36.0,80.0,0.13244,0.963
corpus:234-user66866546841-cold-shaker@38.824,kick,corpus,38.824,6.14968,2634.85001,2634.85001,-26.90166,0.62383,0.35246,0.00792,0.00226,0.00538,0.00814,34.0,80.0,0.12708,0.962
corpus:234-user66866546841-cold-shaker@60.337,kick,corpus,60.337,4.92503,3295.60385,3295.60385,-19.55927,0.65379,0.31864,0.00852,0.0021,0.00614,0.01081,58.0,58.0,0.0241,0.962
corpus:234-user66866546841-cold-shaker@27.237,kick,corpus,27.237,6.03354,2824.9178,2824.9178,-19.76268,0.64065,0.33265,0.00996,0.0028,0.0055,0.00843,16.0,80.0,0.13116,0.961
corpus:234-user66866546841-cold-shaker@39.648,kick,corpus,39.648,6.42784,2627.61552,2627.61552,-25.33744,0.61636,0.3606,0.00904,0.00133,0.00462,0.00806,10.0,92.0,0.15876,0.96
corpus:234-user66866546841-cold-shaker@28.897,kick,corpus,28.897,6.14189,2655.06042,2655.06042,-9.70182,0.652,0.32462,0.01053,0.00183,0.0046,0.00643,80.0,80.0,0.15038,0.959
corpus:234-user66866546841-cold-shaker@33.03,kick,corpus,33.03,6.53461,2390.40839,2390.40839,-28.8338,0.59358,0.38371,0.00995,0.00212,0.00422,0.00641,20.0,92.0,0.15182,0.959
corpus:234-user66866546841-cold-shaker@54.544,kick,corpus,54.544,6.26368,2693.90744,2693.90744,-18.12201,0.62405,0.35312,0.00896,0.00121,0.00454,0.00812,20.0,92.0,0.1509,0.959
corpus:234-user66866546841-cold-shaker@62.81,kick,corpus,62.81,5.70631,2400.5218,2729.79189,-23.63403,0.62573,0.34911,0.01171,0.00209,0.00413,0.00722,62.0,104.0,0.24693,0.959
corpus:234-user66866546841-cold-shaker@34.679,kick,corpus,34.679,6.63771,2859.98288,2859.98288,-16.52499,0.63254,0.33963,0.01004,0.0026,0.00564,0.00955,36.0,92.0,0.17193,0.957
corpus:234-user66866546841-cold-shaker@0.337,hook,corpus,0.337,14.00075,4214.70657,4214.70657,-18.44195,0.00056,0.00011,0.0052,0.29511,0.43977,0.25925,70.0,92.0,0.11121,0.859
corpus:234-user66866546841-cold-shaker@40.229,space,corpus,40.229,3.83892,2509.22286,2509.22286,34.1355,0.12251,0.8514,0.01324,0.00271,0.00394,0.00619,80.0,80.0,0.35343,0.823
corpus:234-user66866546841-cold-shaker@0.023,hook,corpus,0.023,12.13684,4851.22795,4851.22795,-1.27199,0.00022,0.00061,0.00478,0.13946,0.56608,0.28885,84.0,92.0,0.1995,0.809
corpus:234-user66866546841-cold-shaker@26.18,hook,corpus,26.18,15.32798,5939.46793,5939.46793,7.22582,0.01831,0.00535,0.00175,0.00779,0.36819,0.59861,68.0,68.0,0.08354,0.795
corpus:234-user66866546841-cold-shaker@50.91,hook,corpus,50.91,17.15353,5363.95334,5390.56009,2.4512,0.00287,0.00289,0.01187,0.13952,0.43727,0.40558,104.0,104.0,0.25638,0.778
corpus:234-user66866546841-cold-shaker@47.601,hook,corpus,47.601,15.7438,5366.27639,5366.27639,6.85774,0.00236,0.00139,0.01274,0.15347,0.42993,0.40013,92.0,92.0,0.21438,0.773
corpus:234-user66866546841-cold-shaker@53.301,hook,corpus,53.301,12.86972,5256.87234,5256.87234,-0.24239,0.0009,9e-05,0.00139,0.15423,0.46081,0.38258,92.0,92.0,0.31207,0.767
corpus:234-user66866546841-cold-shaker@63.948,space,corpus,63.948,5.60597,4063.61371,4063.61371,32.6591,0.60001,0.32886,0.00883,0.00183,0.02274,0.03774,52.0,52.0,0.00392,0.766
corpus:234-user66866546841-cold-shaker@51.014,hook,corpus,51.014,15.04353,5966.90097,5966.90097,-4.84898,0.00252,0.00012,0.00053,0.01054,0.39484,0.59145,80.0,80.0,0.08839,0.76
corpus:234-user66866546841-cold-shaker@25.786,hook,corpus,25.786,16.45395,5434.04723,5434.04723,-9.50847,0.00182,0.00638,0.0062,0.04018,0.39913,0.54628,92.0,92.0,0.10222,0.759
corpus:234-user66866546841-cold-shaker@15.743,space,corpus,15.743,5.5148,3402.471,3693.6845,0.14044,0.34101,0.5815,0.0211,0.00577,0.02838,0.02225,302.0,302.0,0.93902,0.653
corpus:235-user66788884902-untitled-9-1@53.592,kick,corpus,53.592,11.6177,2251.7954,2445.87243,-11.59538,0.30137,0.35224,0.19197,0.05767,0.07767,0.01908,6.0,104.0,0.36942,0.729
corpus:235-user66788884902-untitled-9-1@51.978,kick,corpus,51.978,10.88492,2158.80531,2427.6271,-9.34625,0.31028,0.36034,0.17919,0.08119,0.05668,0.01232,32.0,128.0,0.47024,0.685
corpus:235-user66788884902-untitled-9-1@58.398,kick,corpus,58.398,12.25532,2414.72948,2607.91605,-18.904,0.26118,0.31851,0.21377,0.07275,0.10603,0.02777,104.0,104.0,0.30311,0.676
corpus:235-user66788884902-untitled-9-1@60.894,space,corpus,60.894,10.95134,3094.28909,2810.85659,4.76721,0.15685,0.39826,0.17423,0.08002,0.14945,0.04118,96.0,400.0,0.85635,0.665
corpus:235-user66788884902-untitled-9-1@55.217,space,corpus,55.217,12.5775,3693.179,3693.179,28.04779,0.20547,0.18647,0.49378,0.03494,0.047,0.03234,42.0,58.0,0.02145,0.658
corpus:235-user66788884902-untitled-9-1@37.407,hook,corpus,37.407,11.98041,2973.33423,3227.03959,-2.81088,0.00424,0.02057,0.18884,0.36076,0.37546,0.05013,144.0,196.0,0.5638,0.643
corpus:235-user66788884902-untitled-9-1@33.019,hook,corpus,33.019,10.87879,3575.57403,3955.98193,-6.9109,0.00352,0.09484,0.19134,0.25649,0.36324,0.09056,186.0,186.0,0.61497,0.641
corpus:235-user66788884902-untitled-9-1@42.4,kick,corpus,42.4,11.25564,2506.52888,2474.17818,-14.11075,0.26319,0.31329,0.23508,0.10404,0.06554,0.01886,104.0,104.0,0.35254,0.625
corpus:235-user66788884902-untitled-9-1@36.014,hook,corpus,36.014,16.71942,3596.61476,3239.06661,6.96283,0.09819,0.10741,0.53034,0.11222,0.09987,0.05197,66.0,186.0,0.10827,0.607
corpus:236-user87742587412-oha@29.199,space,corpus,29.199,10.51561,4680.2348,5111.66105,6.32985,0.26031,0.51929,0.12085,0.05094,0.03176,0.01684,96.0,400.0,0.9981,0.943
corpus:236-user87742587412-oha@59.849,space,corpus,59.849,11.29935,4664.14725,4880.3604,7.15169,0.26159,0.52648,0.11887,0.04627,0.02975,0.01704,116.0,400.0,0.99815,0.937
corpus:236-user87742587412-oha@60.697,space,corpus,60.697,11.22014,4569.08269,4809.9479,6.37591,0.25441,0.50654,0.10803,0.06745,0.04569,0.01786,94.0,400.0,0.99815,0.929
corpus:236-user87742587412-oha@52.187,space,corpus,52.187,10.89163,4576.00812,4661.67854,6.75951,0.26697,0.49561,0.11581,0.05598,0.0475,0.01813,54.0,400.0,0.99793,0.923
corpus:236-user87742587412-oha@11.598,hook,corpus,11.598,22.81661,4560.55675,4882.77959,-5.68583,0.02828,0.00388,0.00231,0.22501,0.49991,0.24062,52.0,122.0,0.02093,0.877
corpus:236-user87742587412-oha@7.767,hook,corpus,7.767,22.8828,4721.84431,4811.58861,-3.38934,0.02667,0.01892,0.00352,0.2089,0.47335,0.26863,50.0,106.0,0.0347,0.872
corpus:236-user87742587412-oha@12.875,hook,corpus,12.875,21.9439,5338.26037,5241.50814,3.2487,0.02818,0.00447,0.0013,0.24187,0.41546,0.30872,42.0,108.0,0.01728,0.869
corpus:236-user87742587412-oha@10.437,hook,corpus,10.437,19.55898,5525.4792,5525.4792,-2.09245,3e-05,2e-05,0.0002,0.12951,0.49302,0.37722,20.0,38.0,0.00055,0.865
corpus:236-user87742587412-oha@1.382,hook,corpus,1.382,21.75454,5021.66202,4879.96211,1.19547,0.0,0.0,0.00073,0.26238,0.52254,0.21435,30.0,88.0,0.01996,0.864
corpus:236-user87742587412-oha@0.952,hook,corpus,0.952,24.15381,4741.60442,5273.57913,-10.18464,1e-05,2e-05,0.00096,0.18463,0.50691,0.30748,44.0,100.0,0.03921,0.862
corpus:236-user87742587412-oha@3.077,hook,corpus,3.077,23.39579,5071.94092,4881.64948,3.84272,0.05182,0.00795,0.00241,0.18324,0.47523,0.27936,50.0,100.0,0.04906,0.836
corpus:236-user87742587412-oha@6.06,hook,corpus,6.06,21.23748,5124.02299,5289.2568,-4.27915,0.02831,0.0053,0.00085,0.10946,0.56004,0.29605,52.0,116.0,0.03044,0.835
corpus:236-user87742587412-oha@13.944,kick,corpus,13.944,8.15388,2199.22328,2557.60545,-3.66052,0.27144,0.5188,0.12574,0.048,0.02994,0.00608,128.0,186.0,0.46425,0.625
corpus:238-tiefenrausch-baikal@45.871,hook,corpus,45.871,12.36669,2052.52213,2116.92861,-20.6203,0.00241,0.00913,0.16344,0.79109,0.02429,0.00963,48.0,104.0,0.14691,0.912
corpus:238-tiefenrausch-baikal@45.07,hook,corpus,45.07,12.38313,2134.24596,2105.11586,-8.94149,0.00636,0.02348,0.16349,0.76775,0.02826,0.01065,56.0,104.0,0.15241,0.84
corpus:238-tiefenrausch-baikal@45.685,hook,corpus,45.685,13.31474,4484.50367,4498.48128,-4.69471,0.01087,0.00595,0.01677,0.17635,0.52279,0.26726,104.0,104.0,0.17034,0.836
corpus:238-tiefenrausch-baikal@45.79,hook,corpus,45.79,16.61815,4596.62792,4596.62792,-11.33693,0.03491,0.05925,0.03466,0.15098,0.38604,0.33417,72.0,80.0,0.05275,0.835
corpus:238-tiefenrausch-baikal@45.976,hook,corpus,45.976,15.55123,3287.3777,3453.72848,-16.1841,0.02994,0.16689,0.11578,0.25757,0.25294,0.17688,104.0,104.0,0.24924,0.824
corpus:238-tiefenrausch-baikal@45.279,hook,corpus,45.279,13.54875,4286.35305,4385.36504,-9.32588,0.01108,0.02025,0.02931,0.20982,0.47737,0.25217,104.0,104.0,0.25027,0.822
corpus:238-tiefenrausch-baikal@2.554,hat,corpus,2.554,19.82961,6826.91608,6834.22783,-1.26723,1e-05,4e-05,0.00086,0.02556,0.06483,0.9087,52.0,302.0,0.83396,0.818
corpus:238-tiefenrausch-baikal@3.576,hook,corpus,3.576,16.86106,5301.36382,5326.66832,-1.16281,4e-05,0.00014,0.00848,0.26977,0.171,0.55056,66.0,116.0,0.15206,0.818
corpus:238-tiefenrausch-baikal@56.854,space,corpus,56.854,12.16004,3905.30383,3770.24936,20.85605,0.27055,0.2409,0.12247,0.01901,0.20108,0.14599,128.0,128.0,0.53685,0.812
corpus:238-tiefenrausch-baikal@45.383,hook,corpus,45.383,13.53214,3632.3133,3675.10208,-8.44942,0.01541,0.01295,0.05075,0.34743,0.47087,0.10259,104.0,104.0,0.34855,0.811
corpus:238-tiefenrausch-baikal@62.438,space,corpus,62.438,13.05936,4237.87323,3875.96373,17.46923,0.19107,0.16053,0.15408,0.03556,0.23847,0.22029,150.0,150.0,0.74479,0.794
corpus:238-tiefenrausch-baikal@50.178,kick,corpus,50.178,11.83104,3445.78842,3445.78842,-21.02256,0.37532,0.31622,0.11305,0.02761,0.09511,0.07269,38.0,92.0,0.38487,0.78
corpus:238-tiefenrausch-baikal@55.786,kick,corpus,55.786,11.43903,3999.29604,3999.29604,-17.3873,0.36446,0.34439,0.12206,0.012,0.06683,0.09026,80.0,80.0,0.24051,0.76
corpus:238-tiefenrausch-baikal@54.184,kick,corpus,54.184,9.92604,3842.15276,3842.15276,-18.10226,0.37088,0.33696,0.12051,0.03157,0.06611,0.07396,80.0,80.0,0.28772,0.758
corpus:238-tiefenrausch-baikal@51.653,space,corpus,51.653,12.04738,3613.88804,3479.94708,19.06774,0.25064,0.23414,0.12706,0.03526,0.22342,0.12947,82.0,128.0,0.53498,0.748
corpus:238-tiefenrausch-baikal@43.654,space,corpus,43.654,10.96152,3398.29303,3321.89976,19.05026,0.26274,0.2294,0.12298,0.0343,0.2293,0.12128,128.0,128.0,0.56786,0.746
corpus:238-tiefenrausch-baikal@58.189,kick,corpus,58.189,10.39654,3762.10189,3762.10189,-20.60085,0.35057,0.36069,0.10276,0.02863,0.07421,0.08314,80.0,80.0,0.28185,0.745
corpus:238-tiefenrausch-baikal@3.042,hat,corpus,3.042,16.11628,5768.26685,6203.08302,-4.82868,1e-05,0.0002,0.04781,0.16699,0.09383,0.69116,52.0,220.0,0.95427,0.742
corpus:238-tiefenrausch-baikal@42.992,kick,corpus,42.992,9.80522,4159.28272,4159.28272,-20.40044,0.34365,0.31768,0.12275,0.01463,0.0994,0.10189,68.0,68.0,0.17417,0.732
corpus:238-tiefenrausch-baikal@1.974,hat,corpus,1.974,19.87827,7055.63584,6792.05592,2.17937,1e-05,0.00034,0.00084,0.00645,0.06743,0.92492,60.0,314.0,0.6594,0.726
corpus:238-tiefenrausch-baikal@53.383,kick,corpus,53.383,9.90114,3792.14405,3792.14405,-24.85992,0.32473,0.38919,0.10804,0.01755,0.07276,0.08772,14.0,92.0,0.38806,0.726
corpus:238-tiefenrausch-baikal@48.588,kick,corpus,48.588,10.16969,4367.14113,4367.14113,-15.33957,0.34124,0.28713,0.155,0.01173,0.09333,0.11157,58.0,58.0,0.09054,0.711
corpus:238-tiefenrausch-baikal@49.389,kick,corpus,49.389,10.28287,3781.19752,3781.19752,-20.01058,0.32332,0.3447,0.13683,0.03081,0.07296,0.09137,80.0,80.0,0.24496,0.708
corpus:238-tiefenrausch-baikal@13.201,kick,corpus,13.201,9.89134,2972.6904,2972.6904,-23.5525,0.2076,0.49079,0.23359,0.01516,0.02601,0.02685,80.0,80.0,0.29302,0.706
corpus:238-tiefenrausch-baikal@54.985,kick,corpus,54.985,10.25396,3973.74207,3973.74207,-12.31027,0.33677,0.32321,0.13978,0.01965,0.08831,0.09227,92.0,92.0,0.27643,0.703
